Detailed_ICD9_Code,Detailed_ICD9_Short_Title,Detailed_ICD9_Long_Title,RolledUp_ICD9_Code,RolledUp_ICD9_Short_Title,RolledUp_ICD9_Long_Title
3520,Olfactory nerve disorder,Disorders of olfactory (1st) nerve,3520,Olfactory nerve disorder,Disorders of olfactory (1st) nerve
3521,Glossopharyng neuralgia,Glossopharyngeal neuralgia,3520,Olfactory nerve disorder,Disorders of olfactory (1st) nerve
3522,Glossophar nerve dis NEC,Other disorders of glossopharyngeal [9th] nerve,3520,Olfactory nerve disorder,Disorders of olfactory (1st) nerve
3523,Pneumogastric nerve dis,Disorders of pneumogastric [10th] nerve,3520,Olfactory nerve disorder,Disorders of olfactory (1st) nerve
3524,Accessory nerve disorder,Disorders of accessory [11th] nerve,3520,Olfactory nerve disorder,Disorders of olfactory (1st) nerve
3525,Hypoglossal nerve dis,Disorders of hypoglossal [12th] nerve,3520,Olfactory nerve disorder,Disorders of olfactory (1st) nerve
3526,Mult cranial nerve palsy,Multiple cranial nerve palsies,3520,Olfactory nerve disorder,Disorders of olfactory (1st) nerve
3529,Cranial nerve dis NOS,Unspecified disorder of cranial nerves,3520,Olfactory nerve disorder,Disorders of olfactory (1st) nerve
3530,Brachial plexus lesions,Brachial plexus lesions,3530,Brachial plexus lesions,Brachial plexus lesions
3531,Lumbosacral plex lesion,Lumbosacral plexus lesions,3530,Brachial plexus lesions,Brachial plexus lesions
3532,Cervical root lesion NEC,"Cervical root lesions, not elsewhere classified",3530,Brachial plexus lesions,Brachial plexus lesions
3533,Thoracic root lesion NEC,"Thoracic root lesions, not elsewhere classified",3530,Brachial plexus lesions,Brachial plexus lesions
3534,Lumbsacral root les NEC,"Lumbosacral root lesions, not elsewhere classified",3530,Brachial plexus lesions,Brachial plexus lesions
3535,Neuralgic amyotrophy,Neuralgic amyotrophy,3530,Brachial plexus lesions,Brachial plexus lesions
3536,Phantom limb (syndrome),Phantom limb (syndrome),3530,Brachial plexus lesions,Brachial plexus lesions
3538,Nerv root/plexus dis NEC,Other nerve root and plexus disorders,3530,Brachial plexus lesions,Brachial plexus lesions
3539,Nerv root/plexus dis NOS,Unspecified nerve root and plexus disorder,3530,Brachial plexus lesions,Brachial plexus lesions
3540,Carpal tunnel syndrome,Carpal tunnel syndrome,3540,Carpal tunnel syndrome,Carpal tunnel syndrome
3541,Median nerve lesion NEC,Other lesion of median nerve,3540,Carpal tunnel syndrome,Carpal tunnel syndrome
3542,Ulnar nerve lesion,Lesion of ulnar nerve,3540,Carpal tunnel syndrome,Carpal tunnel syndrome
3543,Radial nerve lesion,Lesion of radial nerve,3540,Carpal tunnel syndrome,Carpal tunnel syndrome
3544,Causalgia upper limb,Causalgia of upper limb,3540,Carpal tunnel syndrome,Carpal tunnel syndrome
3545,Mononeuritis multiplex,Mononeuritis multiplex,3540,Carpal tunnel syndrome,Carpal tunnel syndrome
3548,Mononeuritis arm NEC,Other mononeuritis of upper limb,3540,Carpal tunnel syndrome,Carpal tunnel syndrome
3549,Mononeuritis arm NOS,"Mononeuritis of upper limb, unspecified",3540,Carpal tunnel syndrome,Carpal tunnel syndrome
3550,Sciatic nerve lesion,Lesion of sciatic nerve,3550,Sciatic nerve lesion,Lesion of sciatic nerve
3551,Meralgia paresthetica,Meralgia paresthetica,3550,Sciatic nerve lesion,Lesion of sciatic nerve
3552,Femoral nerve lesion NEC,Other lesion of femoral nerve,3550,Sciatic nerve lesion,Lesion of sciatic nerve
3553,Lat popliteal nerve les,Lesion of lateral popliteal nerve,3550,Sciatic nerve lesion,Lesion of sciatic nerve
3554,Med popliteal nerve les,Lesion of medial popliteal nerve,3550,Sciatic nerve lesion,Lesion of sciatic nerve
3555,Tarsal tunnel syndrome,Tarsal tunnel syndrome,3550,Sciatic nerve lesion,Lesion of sciatic nerve
3556,Plantar nerve lesion,Lesion of plantar nerve,3550,Sciatic nerve lesion,Lesion of sciatic nerve
35571,Causalgia lower limb,Causalgia of lower limb,3550,Sciatic nerve lesion,Lesion of sciatic nerve
35579,Oth mononeur lower limb,Other mononeuritis of lower limb,3550,Sciatic nerve lesion,Lesion of sciatic nerve
3558,Mononeuritis leg NOS,"Mononeuritis of lower limb, unspecified",3550,Sciatic nerve lesion,Lesion of sciatic nerve
3559,Mononeuritis NOS,Mononeuritis of unspecified site,3550,Sciatic nerve lesion,Lesion of sciatic nerve
3560,Hered periph neuropathy,Hereditary peripheral neuropathy,3560,Hered periph neuropathy,Hereditary peripheral neuropathy
3561,Peroneal muscle atrophy,Peroneal muscular atrophy,3560,Hered periph neuropathy,Hereditary peripheral neuropathy
3562,Hered sensory neuropathy,Hereditary sensory neuropathy,3560,Hered periph neuropathy,Hereditary peripheral neuropathy
3563,Refsum's disease,Refsum's disease,3560,Hered periph neuropathy,Hereditary peripheral neuropathy
3564,Idio prog polyneuropathy,Idiopathic progressive polyneuropathy,3560,Hered periph neuropathy,Hereditary peripheral neuropathy
3568,Idio periph neurpthy NEC,Other specified idiopathic peripheral neuropathy,3560,Hered periph neuropathy,Hereditary peripheral neuropathy
3569,Idio periph neurpthy NOS,Unspecified hereditary and idiopathic peripheral neuropathy,3560,Hered periph neuropathy,Hereditary peripheral neuropathy
3570,Ac infect polyneuritis,Acute infective polyneuritis,3570,Ac infect polyneuritis,Acute infective polyneuritis
3571,Neurpthy in col vasc dis,Polyneuropathy in collagen vascular disease,3570,Ac infect polyneuritis,Acute infective polyneuritis
3572,Neuropathy in diabetes,Polyneuropathy in diabetes,3570,Ac infect polyneuritis,Acute infective polyneuritis
3573,Neuropathy in malig dis,Polyneuropathy in malignant disease,3570,Ac infect polyneuritis,Acute infective polyneuritis
3574,Neuropathy in other dis,Polyneuropathy in other diseases classified elsewhere,3570,Ac infect polyneuritis,Acute infective polyneuritis
3575,Alcoholic polyneuropathy,Alcoholic polyneuropathy,3570,Ac infect polyneuritis,Acute infective polyneuritis
3576,Neuropathy due to drugs,Polyneuropathy due to drugs,3570,Ac infect polyneuritis,Acute infective polyneuritis
3577,Neurpthy toxic agent NEC,Polyneuropathy due to other toxic agents,3570,Ac infect polyneuritis,Acute infective polyneuritis
35781,Chr inflam polyneuritis,Chronic inflammatory demyelinating polyneuritis,3570,Ac infect polyneuritis,Acute infective polyneuritis
35782,Crit illness neuropathy,Critical illness polyneuropathy,3570,Ac infect polyneuritis,Acute infective polyneuritis
35789,Inflam/tox neuropthy NEC,Other inflammatory and toxic neuropathy,3570,Ac infect polyneuritis,Acute infective polyneuritis
3579,Inflam/tox neuropthy NOS,Unspecified inflammatory and toxic neuropathy,3570,Ac infect polyneuritis,Acute infective polyneuritis
3589,Myoneural disorders NOS,"Myoneural disorders, unspecified",35800,Mysthna grvs w/o ac exac,Myasthenia gravis without (acute) exacerbation
3581,Myasthenia in oth dis,Myasthenic syndromes in diseases classified elsewhere,35800,Mysthna grvs w/o ac exac,Myasthenia gravis without (acute) exacerbation
3582,Toxic myoneural disorder,Toxic myoneural disorders,35800,Mysthna grvs w/o ac exac,Myasthenia gravis without (acute) exacerbation
35830,Lambert-Eaton synd NOS,"Lambert-Eaton syndrome, unspecified",35800,Mysthna grvs w/o ac exac,Myasthenia gravis without (acute) exacerbation
35831,Lambert-Eaton synd neopl,Lambert-Eaton syndrome in neoplastic disease,35800,Mysthna grvs w/o ac exac,Myasthenia gravis without (acute) exacerbation
35839,Lambert-Eaton syn ot dis,Lambert-Eaton syndrome in other diseases classified elsewhere,35800,Mysthna grvs w/o ac exac,Myasthenia gravis without (acute) exacerbation
3588,Myoneural disorders NEC,Other specified myoneural disorders,35800,Mysthna grvs w/o ac exac,Myasthenia gravis without (acute) exacerbation
35800,Mysthna grvs w/o ac exac,Myasthenia gravis without (acute) exacerbation,35800,Mysthna grvs w/o ac exac,Myasthenia gravis without (acute) exacerbation
35801,Myasthna gravs w ac exac,Myasthenia gravis with (acute) exacerbation,35800,Mysthna grvs w/o ac exac,Myasthenia gravis without (acute) exacerbation
3590,Cong hered musc dystrphy,Congenital hereditary muscular dystrophy,3590,Cong hered musc dystrphy,Congenital hereditary muscular dystrophy
3591,Hered prog musc dystrphy,Hereditary progressive muscular dystrophy,3590,Cong hered musc dystrphy,Congenital hereditary muscular dystrophy
35921,Myotonic musclr dystrphy,Myotonic muscular dystrophy,3590,Cong hered musc dystrphy,Congenital hereditary muscular dystrophy
35922,Myotonia congenita,Myotonia congenita,3590,Cong hered musc dystrphy,Congenital hereditary muscular dystrophy
35923,Myotonic chondrodystrphy,Myotonic chondrodystrophy,3590,Cong hered musc dystrphy,Congenital hereditary muscular dystrophy
35924,Drug induced myotonia,Drug- induced myotonia,3590,Cong hered musc dystrphy,Congenital hereditary muscular dystrophy
35979,Inflm/immune myopath NEC,"Other inflammatory and immune myopathies, NEC",3590,Cong hered musc dystrphy,Congenital hereditary muscular dystrophy
35981,Critical illness myopthy,Critical illness myopathy,3590,Cong hered musc dystrphy,Congenital hereditary muscular dystrophy
35989,Myopathies NEC,Other myopathies,3590,Cong hered musc dystrphy,Congenital hereditary muscular dystrophy
3599,Myopathy NOS,"Myopathy, unspecified",3590,Cong hered musc dystrphy,Congenital hereditary muscular dystrophy
35929,Myotonic disorder NEC,Other specified myotonic disorder,3590,Cong hered musc dystrphy,Congenital hereditary muscular dystrophy
3593,Periodic paralysis,Periodic paralysis,3590,Cong hered musc dystrphy,Congenital hereditary muscular dystrophy
3594,Toxic myopathy,Toxic myopathy,3590,Cong hered musc dystrphy,Congenital hereditary muscular dystrophy
3595,Myopathy in endocrin dis,Myopathy in endocrine diseases classified elsewhere,3590,Cong hered musc dystrphy,Congenital hereditary muscular dystrophy
3596,Infl myopathy in oth dis,Symptomatic inflammatory myopathy in diseases classified elsewhere,3590,Cong hered musc dystrphy,Congenital hereditary muscular dystrophy
35971,Inclusion body myositis,Inclusion body myositis,3590,Cong hered musc dystrphy,Congenital hereditary muscular dystrophy
36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified",36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36001,Acute endophthalmitis,Acute endophthalmitis,36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36002,Panophthalmitis,Panophthalmitis,36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36003,Chronic endophthalmitis,Chronic endophthalmitis,36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36004,Vitreous abscess,Vitreous abscess,36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36011,Sympathetic uveitis,Sympathetic uveitis,36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36064,Foreign body in vitreous,Foreign body in vitreous,36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36065,FB in posterior wall,Foreign body in posterior wall of eye,36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36069,Intraocular FB NEC,Intraocular foreign body in other or multiple sites,36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36081,Luxation of globe,Luxation of globe,36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36089,Disorder of globe NEC,Other disorders of globe,36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
3609,Disorder of globe NOS,Unspecified disorder of globe,36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36055,"Old magnet fb, post wall","Foreign body, magnetic, in posterior wall",36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36059,"Old magnet fb, eye NEC","Intraocular foreign body, magnetic, in other or multiple sites",36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36060,Intraocular FB NOS,"Foreign body, intraocular, unspecified",36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36061,FB in anterior chamber,Foreign body in anterior chamber,36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36062,FB in iris or ciliary,Foreign body in iris or ciliary body,36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36063,Foreign body in lens,Foreign body in lens,36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36044,Leucocoria,Leucocoria,36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36050,"Old magnet fb, eye NOS","Foreign body, magnetic, intraocular, unspecified",36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36051,"Old magnet fb, ant chamb","Foreign body, magnetic, in anterior chamber of eye",36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36052,"Old magnet fb, iris","Foreign body, magnetic, in iris or ciliary body",36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36053,"Old magnet fb, lens","Foreign body, magnetic, in lens",36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36054,"Old magnet fb, vitreous","Foreign body, magnetic, in vitreous",36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36033,Hypotony w eye dis NEC,Hypotony associated with other ocular disorders,36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36034,Flat anterior chamber,Flat anterior chamber of eye,36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36040,Degeneration of eye NOS,"Degenerated globe or eye, unspecified",36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36041,Blind hypotensive eye,Blind hypotensive eye,36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36042,Blind hypertensive eye,Blind hypertensive eye,36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36043,Hemophthalmos,"Hemophthalmos, except current injury",36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36023,Siderosis,Siderosis of globe,36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
36024,"Other metallosis, eye",Other metallosis of globe,36000,Purulent endophthalm NOS,"Purulent endophthalmitis, unspecified"
